topic,regression_label_binary,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Internet of things,0,0.222,0.198,0.37,0.167,0.203,0.167,0.14,0.124,0.326,101,141,242,200-250
Internet of things,0,0.123,0.113,0.277,0.229,0.212,0.343,0.238,0.175,0.429,141,187,328,300-400
Internet of things,0,0.228,0.219,0.354,0.115,0.17,0.115,0.301,0.247,0.521,151,140,291,250-300
Internet of things,1,0.238,0.175,0.429,0.172,0.274,0.31,0.277,0.22,0.511,128,154,282,250-300
Internet of things,0,0.265,0.249,0.506,0.222,0.206,0.4,0.338,0.286,0.597,174,140,314,300-400
Internet of things,1,0.159,0.159,0.159,0.057,0.183,0.171,0.14,0.14,0.14,105,140,245,200-250
Internet of things,0,0.237,0.186,0.301,0.238,0.232,0.333,0.205,0.162,0.308,161,154,315,300-400
Internet of things,0,0.06,0.06,0.09,0.312,0.316,0.438,0.14,0.14,0.14,118,183,301,300-400
Internet of things,0,0.265,0.225,0.441,0.227,0.213,0.318,0.241,0.201,0.337,107,140,247,200-250
Internet of things,1,0.225,0.208,0.3,0.185,0.234,0.277,0.209,0.189,0.299,151,183,334,300-400
Internet of things,0,0.253,0.219,0.405,0.176,0.186,0.265,0.197,0.175,0.23,157,138,295,250-300
Internet of things,0,0.194,0.165,0.301,0.19,0.199,0.286,0.228,0.16,0.278,140,154,294,250-300
Internet of things,0,0.262,0.219,0.459,0.146,0.166,0.146,0.238,0.206,0.286,105,140,245,200-250
Internet of things,0,0.157,0.157,0.078,0.093,0.102,0.093,0.085,0.085,0.085,105,172,277,250-300
Internet of things,0,0.152,0.11,0.228,0.164,0.145,0.295,0.157,0.157,0.157,137,111,248,200-250
Internet of things,1,0.177,0.143,0.329,0.219,0.245,0.156,0.227,0.2,0.28,128,137,265,250-300
Internet of things,1,0.231,0.197,0.333,0.154,0.169,0.154,0.159,0.138,0.222,183,174,357,300-400
Internet of things,0,0.171,0.133,0.286,0.226,0.228,0.302,0.095,0.095,0.238,111,146,257,250-300
Internet of things,0,0.169,0.188,0.282,0.109,0.246,0.291,0.218,0.17,0.364,95,156,251,250-300
Internet of things,0,0.268,0.22,0.39,0.211,0.235,0.211,0.295,0.186,0.328,149,156,305,300-400
Internet of things,0,0.194,0.108,0.258,0.364,0.366,0.455,0.182,0.182,0.273,107,161,268,250-300
Internet of things,0,0.154,0.115,0.077,0.25,0.219,0.417,0.15,0.1,0.15,87,171,258,250-300
Internet of things,0,0.174,0.159,0.239,0.111,0.188,0.111,0.299,0.229,0.388,137,157,294,250-300
Internet of things,1,0.192,0.128,0.301,0.323,0.329,0.355,0.25,0.148,0.278,116,151,267,250-300
Internet of things,1,0.205,0.188,0.333,0.164,0.166,0.131,0.178,0.133,0.133,140,163,303,300-400
Internet of things,1,0.416,0.31,0.733,0.216,0.233,0.255,0.338,0.216,0.676,154,156,310,300-400
Internet of things,0,0.244,0.187,0.366,0.185,0.203,0.37,0.167,0.144,0.233,118,190,308,300-400
Internet of things,0,0.187,0.178,0.32,0.157,0.214,0.157,0.293,0.211,0.39,161,156,317,300-400
Internet of things,0,0.16,0.116,0.213,0.077,0.158,0.038,0.127,0.106,0.19,183,149,332,300-400
Internet of things,0,0.066,0.098,0.066,0.591,0.483,0.955,0.312,0.271,0.438,141,161,302,300-400
Internet of things,1,0.215,0.205,0.4,0.138,0.175,0.241,0.26,0.225,0.416,107,151,258,250-300
Internet of things,0,0.154,0.154,0.185,0.164,0.152,0.164,0.174,0.217,0.217,95,140,235,200-250
Internet of things,0,0.102,0.102,0.136,0.078,0.131,0.098,0.095,0.095,0.095,91,146,237,200-250
Internet of things,1,0.358,0.318,0.478,0.122,0.153,0.163,0.533,0.474,0.711,90,146,236,200-250
Internet of things,0,0.206,0.137,0.353,0.275,0.25,0.431,0.204,0.15,0.367,118,136,254,250-300
Internet of things,0,0.264,0.19,0.352,0.182,0.174,0.182,0.133,0.111,0.2,190,156,346,300-400
Internet of things,1,0.25,0.208,0.375,0.204,0.182,0.204,0.2,0.178,0.267,107,140,247,200-250
Internet of things,0,0.2,0.167,0.2,0.093,0.111,0.093,0.148,0.148,0.111,128,101,229,200-250
Internet of things,0,0.091,0.091,0.091,0.235,0.264,0.353,0.205,0.171,0.308,88,149,237,200-250
Internet of things,1,0.132,0.167,0.211,0.172,0.191,0.172,0.083,0.042,0.042,183,156,339,300-400
Internet of things,1,0.213,0.17,0.362,0.122,0.137,0.122,0.11,0.091,0.274,183,154,337,300-400
Internet of things,1,0.2,0.122,0.333,0.206,0.188,0.353,0.278,0.204,0.5,138,141,279,250-300
Internet of things,0,0.196,0.145,0.37,0.218,0.218,0.291,0.177,0.11,0.278,156,154,310,300-400
Internet of things,0,0.16,0.116,0.267,0.174,0.218,0.391,0.27,0.234,0.351,174,149,323,300-400
Internet of things,0,0.222,0.189,0.321,0.118,0.152,0.118,0.125,0.104,0.188,157,183,340,300-400
Internet of things,0,0.247,0.18,0.382,0.182,0.204,0.218,0.286,0.21,0.514,137,174,311,300-400
Internet of things,0,0.147,0.069,0.176,0.164,0.194,0.23,0.286,0.238,0.429,128,174,302,300-400
Internet of things,0,0.109,0.145,0.145,0.296,0.265,0.444,0.091,0.182,0.182,116,141,257,250-300
Internet of things,0,0.2,0.158,0.325,0.118,0.092,0.235,0.233,0.167,0.4,142,187,329,300-400
Internet of things,0,0.207,0.149,0.345,0.178,0.18,0.267,0.311,0.252,0.489,83,157,240,200-250
Internet of things,0,0.09,0.09,0.119,0.259,0.263,0.333,0.178,0.178,0.178,128,161,289,250-300
Internet of things,0,0.152,0.145,0.239,0.182,0.141,0.303,0.167,0.13,0.306,138,154,292,250-300
Internet of things,0,0.211,0.175,0.211,0.143,0.175,0.143,0.162,0.162,0.216,111,118,229,200-250
Internet of things,1,0.18,0.142,0.247,0.286,0.269,0.429,0.174,0.135,0.29,137,183,320,300-400
Internet of things,1,0.15,0.117,0.25,0.167,0.209,0.233,0.174,0.155,0.232,95,154,249,200-250
Internet of things,0,0.232,0.164,0.348,0.102,0.165,0.203,0.182,0.141,0.303,128,140,268,250-300
Internet of things,0,0.12,0.12,0.12,0.145,0.181,0.182,0.085,0.213,0.213,118,154,272,250-300
Internet of things,0,0.333,0.265,0.538,0.179,0.223,0.286,0.343,0.267,0.543,136,163,299,250-300
Internet of things,1,0.108,0.065,0.065,0.133,0.235,0.233,0.203,0.228,0.228,163,154,317,300-400
Internet of things,0,0.189,0.196,0.274,0.154,0.233,0.231,0.286,0.262,0.357,146,190,336,300-400
Internet of things,0,0.0,0.0,0.0,0.042,0.151,0.083,0.2,0.156,0.333,19,119,138,100-200
Internet of things,0,0.275,0.225,0.45,0.152,0.159,0.273,0.254,0.19,0.444,173,138,311,300-400
Internet of things,0,0.288,0.212,0.404,0.133,0.173,0.233,0.246,0.256,0.308,137,190,327,300-400
Internet of things,1,0.247,0.23,0.296,0.113,0.149,0.113,0.279,0.248,0.372,140,146,286,250-300
Internet of things,0,0.326,0.256,0.465,0.227,0.21,0.318,0.279,0.256,0.465,157,140,297,250-300
Internet of things,0,0.246,0.144,0.338,0.296,0.306,0.37,0.341,0.309,0.537,111,127,238,200-250
Internet of things,0,0.239,0.189,0.299,0.226,0.242,0.302,0.187,0.135,0.25,90,151,241,200-250
Internet of things,0,0.292,0.271,0.479,0.167,0.157,0.125,0.361,0.333,0.556,157,190,347,300-400
Internet of things,0,0.179,0.179,0.149,0.129,0.121,0.129,0.167,0.2,0.133,95,157,252,250-300
Internet of things,0,0.164,0.142,0.23,0.205,0.228,0.103,0.2,0.167,0.3,105,161,266,250-300
Internet of things,0,0.174,0.116,0.145,0.131,0.199,0.23,0.216,0.216,0.162,118,146,264,250-300
Internet of things,0,0.263,0.222,0.384,0.286,0.227,0.476,0.2,0.183,0.275,140,154,294,250-300
Internet of things,0,0.212,0.182,0.242,0.164,0.229,0.274,0.04,0.04,0.04,104,134,238,200-250
Internet of things,0,0.394,0.283,0.636,0.172,0.222,0.241,0.233,0.155,0.326,118,163,281,250-300
Internet of things,0,0.171,0.154,0.268,0.217,0.25,0.391,0.203,0.186,0.228,142,140,282,250-300
Internet of things,0,0.29,0.22,0.565,0.138,0.197,0.138,0.217,0.159,0.391,107,140,247,200-250
Internet of things,1,0.321,0.28,0.543,0.154,0.186,0.231,0.356,0.292,0.658,151,136,287,250-300
Internet of things,0,0.231,0.214,0.333,0.186,0.178,0.14,0.222,0.148,0.381,142,136,278,250-300
Internet of things,1,0.312,0.26,0.594,0.231,0.202,0.385,0.262,0.197,0.459,107,136,243,200-250
Internet of things,0,0.177,0.169,0.304,0.14,0.182,0.186,0.324,0.176,0.471,173,149,322,300-400
Internet of things,1,0.286,0.251,0.442,0.197,0.274,0.262,0.255,0.227,0.383,183,161,344,300-400
Internet of things,0,0.152,0.121,0.121,0.205,0.271,0.359,0.14,0.175,0.14,90,136,226,200-250
Internet of things,0,0.184,0.193,0.211,0.154,0.193,0.192,0.214,0.155,0.286,142,161,303,300-400
Internet of things,0,0.176,0.157,0.235,0.167,0.189,0.167,0.267,0.237,0.356,81,147,228,200-250
Internet of things,1,0.234,0.206,0.277,0.15,0.233,0.2,0.143,0.175,0.286,174,154,328,300-400
Internet of things,1,0.162,0.162,0.189,0.167,0.177,0.208,0.135,0.144,0.162,163,149,312,300-400
Internet of things,0,0.179,0.159,0.239,0.25,0.247,0.361,0.12,0.12,0.145,128,163,291,250-300
Internet of things,0,0.243,0.198,0.297,0.048,0.074,0.048,0.29,0.269,0.387,116,187,303,300-400
Internet of things,0,0.317,0.244,0.512,0.136,0.203,0.102,0.253,0.23,0.437,163,140,303,300-400
Internet of things,0,0.207,0.161,0.345,0.145,0.178,0.203,0.186,0.171,0.372,130,118,248,200-250
Internet of things,0,0.145,0.145,0.145,0.091,0.16,0.091,0.128,0.128,0.128,130,123,253,250-300
Internet of things,0,0.167,0.144,0.267,0.148,0.188,0.296,0.329,0.274,0.493,107,149,256,250-300
Internet of things,0,0.2,0.167,0.267,0.375,0.334,0.625,0.185,0.222,0.259,116,118,234,200-250
Internet of things,0,0.246,0.174,0.369,0.109,0.147,0.109,0.217,0.209,0.361,128,149,277,250-300
Internet of things,1,0.149,0.129,0.299,0.255,0.199,0.426,0.189,0.189,0.226,95,187,282,250-300
Internet of things,0,0.147,0.147,0.147,0.067,0.161,0.067,0.148,0.185,0.185,90,187,277,250-300
Internet of things,1,0.2,0.158,0.2,0.186,0.241,0.14,0.107,0.107,0.107,140,136,276,250-300
Internet of things,0,0.208,0.147,0.364,0.157,0.217,0.196,0.111,0.111,0.148,136,156,292,250-300
Internet of things,0,0.162,0.108,0.189,0.207,0.233,0.345,0.192,0.167,0.346,127,161,288,250-300
Internet of things,1,0.217,0.169,0.386,0.143,0.23,0.19,0.239,0.209,0.448,173,136,309,300-400
Internet of things,0,0.242,0.141,0.394,0.222,0.243,0.222,0.148,0.123,0.333,105,173,278,250-300
Internet of things,0,0.306,0.286,0.49,0.381,0.275,0.524,0.25,0.231,0.306,140,190,330,300-400
Internet of things,0,0.062,0.062,0.062,0.174,0.181,0.13,0.078,0.078,0.078,90,183,273,250-300
Internet of things,0,0.145,0.145,0.174,0.233,0.234,0.326,0.092,0.123,0.123,114,135,249,200-250
Internet of things,0,0.219,0.164,0.219,0.146,0.13,0.244,0.257,0.267,0.286,157,101,258,250-300
Internet of things,0,0.125,0.062,0.094,0.086,0.168,0.086,0.12,0.12,0.08,95,183,278,250-300
Internet of things,0,0.092,0.092,0.123,0.08,0.142,0.12,0.163,0.163,0.163,157,141,298,250-300
Internet of things,0,0.188,0.149,0.235,0.208,0.236,0.333,0.119,0.119,0.119,140,146,286,250-300
Internet of things,0,0.241,0.218,0.276,0.2,0.193,0.24,0.194,0.204,0.29,116,90,206,200-250
Internet of things,1,0.127,0.101,0.177,0.2,0.252,0.12,0.08,0.12,0.08,140,183,323,300-400
Internet of things,0,0.209,0.139,0.358,0.16,0.197,0.2,0.222,0.185,0.37,111,140,251,250-300
Internet of things,0,0.105,0.105,0.105,0.148,0.221,0.259,0.303,0.263,0.424,86,109,195,100-200
Internet of things,1,0.225,0.192,0.325,0.174,0.219,0.188,0.185,0.136,0.333,177,143,320,300-400
Internet of things,0,0.215,0.226,0.338,0.125,0.156,0.125,0.108,0.216,0.162,118,156,274,250-300
Nanotechnology,0,0.179,0.19,0.25,0.178,0.168,0.222,0.244,0.163,0.293,124,174,298,250-300
Nanotechnology,1,0.233,0.189,0.367,0.23,0.212,0.525,0.258,0.215,0.387,162,172,334,300-400
Nanotechnology,1,0.231,0.171,0.59,0.216,0.253,0.108,0.226,0.201,0.453,129,167,296,250-300
Nanotechnology,1,0.291,0.23,0.4,0.238,0.282,0.333,0.25,0.226,0.429,105,127,232,200-250
Nanotechnology,0,0.159,0.169,0.222,0.136,0.106,0.182,0.169,0.181,0.237,164,162,326,300-400
Nanotechnology,0,0.215,0.195,0.431,0.136,0.133,0.169,0.25,0.19,0.357,105,173,278,250-300
Nanotechnology,1,0.229,0.143,0.4,0.057,0.1,0.057,0.095,0.127,0.19,126,206,332,300-400
Nanotechnology,0,0.193,0.153,0.265,0.111,0.164,0.148,0.194,0.204,0.29,160,145,305,300-400
Nanotechnology,1,0.139,0.185,0.278,0.091,0.199,0.273,0.107,0.107,0.071,152,173,325,300-400
Nanotechnology,0,0.162,0.153,0.351,0.154,0.236,0.205,0.098,0.098,0.098,152,206,358,300-400
Nanotechnology,1,0.356,0.237,0.575,0.158,0.162,0.263,0.333,0.3,0.633,127,164,291,250-300
Nanotechnology,1,0.245,0.218,0.327,0.267,0.286,0.267,0.269,0.205,0.308,105,113,218,200-250
Nanotechnology,1,0.219,0.188,0.312,0.156,0.233,0.125,0.303,0.222,0.606,139,154,293,250-300
Nanotechnology,0,0.154,0.137,0.231,0.157,0.202,0.157,0.075,0.075,0.075,154,186,340,300-400
Nanotechnology,0,0.148,0.16,0.333,0.093,0.179,0.14,0.455,0.364,0.727,152,162,314,300-400
Nanotechnology,1,0.253,0.16,0.43,0.182,0.225,0.255,0.294,0.284,0.5,173,173,346,300-400
Nanotechnology,0,0.233,0.222,0.4,0.154,0.172,0.154,0.182,0.152,0.273,128,166,294,250-300
Nanotechnology,0,0.228,0.194,0.38,0.276,0.253,0.414,0.262,0.219,0.459,161,173,334,300-400
Nanotechnology,0,0.15,0.142,0.225,0.241,0.22,0.379,0.042,0.083,0.042,173,206,379,300-400
Nanotechnology,0,0.259,0.198,0.296,0.129,0.189,0.194,0.235,0.248,0.235,80,169,249,200-250
Nanotechnology,0,0.258,0.215,0.452,0.302,0.286,0.415,0.277,0.185,0.492,173,162,335,300-400
Nanotechnology,0,0.195,0.163,0.341,0.069,0.112,0.069,0.197,0.175,0.262,124,167,291,250-300
Nanotechnology,1,0.282,0.244,0.451,0.286,0.281,0.476,0.111,0.111,0.222,126,169,295,250-300
Nanotechnology,0,0.203,0.181,0.271,0.31,0.294,0.31,0.19,0.159,0.286,117,160,277,250-300
Nanotechnology,0,0.207,0.149,0.276,0.115,0.171,0.115,0.12,0.16,0.16,128,186,314,300-400
Nanotechnology,0,0.213,0.17,0.34,0.158,0.182,0.158,0.158,0.158,0.158,124,123,247,200-250
Nanotechnology,0,0.113,0.113,0.113,0.154,0.22,0.154,0.158,0.158,0.158,128,83,211,200-250
Nanotechnology,0,0.214,0.167,0.357,0.351,0.339,0.561,0.246,0.187,0.316,162,186,348,300-400
Nanotechnology,0,0.189,0.18,0.378,0.204,0.195,0.286,0.111,0.123,0.185,171,166,337,300-400
Nanotechnology,0,0.283,0.239,0.457,0.15,0.192,0.3,0.159,0.19,0.159,211,167,378,300-400
Nanotechnology,0,0.185,0.164,0.308,0.13,0.196,0.13,0.189,0.164,0.302,147,174,321,300-400
Nanotechnology,1,0.192,0.174,0.438,0.267,0.265,0.4,0.276,0.23,0.414,126,211,337,300-400
Nanotechnology,0,0.176,0.147,0.118,0.095,0.081,0.095,0.216,0.171,0.27,126,135,261,250-300
Nanotechnology,0,0.242,0.192,0.364,0.2,0.247,0.3,0.226,0.239,0.34,127,152,279,250-300
Nanotechnology,0,0.212,0.162,0.424,0.151,0.208,0.113,0.186,0.202,0.233,105,171,276,250-300
Nanotechnology,0,0.308,0.256,0.462,0.182,0.158,0.303,0.269,0.192,0.231,126,128,254,250-300
Nanotechnology,1,0.464,0.345,0.821,0.174,0.181,0.261,0.5,0.367,0.9,91,133,224,200-250
Nanotechnology,0,0.133,0.133,0.1,0.095,0.152,0.143,0.1,0.1,0.1,69,124,193,100-200
Nanotechnology,1,0.195,0.179,0.244,0.145,0.194,0.182,0.291,0.242,0.436,145,182,327,300-400
Nanotechnology,0,0.241,0.184,0.276,0.217,0.24,0.304,0.25,0.183,0.45,124,166,290,250-300
Nanotechnology,0,0.237,0.184,0.395,0.286,0.297,0.464,0.29,0.29,0.581,166,173,339,300-400
Nanotechnology,0,0.241,0.209,0.337,0.13,0.167,0.174,0.25,0.202,0.429,166,167,333,300-400
Nanotechnology,0,0.159,0.169,0.254,0.107,0.129,0.071,0.259,0.21,0.37,123,172,295,250-300
Nanotechnology,0,0.163,0.163,0.245,0.2,0.22,0.2,0.205,0.12,0.308,105,124,229,200-250
Nanotechnology,1,0.254,0.254,0.423,0.95,0.65,1.85,0.217,0.188,0.391,127,171,298,250-300
Nanotechnology,0,0.278,0.241,0.417,0.262,0.217,0.361,0.188,0.229,0.344,139,145,284,250-300
Nanotechnology,0,0.209,0.169,0.328,0.108,0.175,0.162,0.115,0.09,0.192,124,167,291,250-300
Nanotechnology,1,0.235,0.167,0.412,0.621,0.421,1.241,0.182,0.145,0.218,126,173,299,250-300
Nanotechnology,0,0.139,0.167,0.167,0.122,0.172,0.122,0.118,0.098,0.235,135,152,287,250-300
Nanotechnology,0,0.14,0.14,0.14,0.157,0.181,0.275,0.1,0.1,0.15,40,133,173,100-200
Nanotechnology,0,0.217,0.232,0.348,0.163,0.196,0.122,0.083,0.125,0.083,128,162,290,250-300
Nanotechnology,1,0.25,0.208,0.438,0.2,0.204,0.28,0.16,0.133,0.24,128,173,301,300-400
Nanotechnology,0,0.312,0.216,0.519,0.209,0.233,0.299,0.25,0.155,0.321,161,173,334,300-400
Nanotechnology,0,0.298,0.255,0.255,0.125,0.145,0.125,0.308,0.308,0.308,100,86,186,100-200
Nanotechnology,0,0.125,0.083,0.125,0.258,0.233,0.387,0.176,0.176,0.176,113,124,237,200-250
Nanotechnology,0,0.152,0.169,0.278,0.27,0.281,0.324,0.2,0.178,0.333,127,167,294,250-300
Nanotechnology,0,0.189,0.135,0.351,0.157,0.154,0.235,0.133,0.074,0.311,124,171,295,250-300
Nanotechnology,0,0.189,0.201,0.302,0.25,0.281,0.167,0.148,0.235,0.296,123,137,260,250-300
Nanotechnology,0,0.185,0.148,0.148,0.082,0.167,0.122,0.122,0.163,0.122,105,129,234,200-250
Nanotechnology,0,0.222,0.16,0.296,0.114,0.146,0.114,0.186,0.155,0.279,124,167,291,250-300
Nanotechnology,1,0.232,0.184,0.377,0.245,0.256,0.449,0.211,0.175,0.316,178,171,349,300-400
Nanotechnology,0,0.262,0.24,0.393,0.261,0.271,0.522,0.361,0.284,0.525,171,162,333,300-400
Nanotechnology,1,0.217,0.169,0.337,0.31,0.218,0.621,0.131,0.098,0.197,211,172,383,300-400
Nanotechnology,0,0.192,0.128,0.329,0.145,0.167,0.109,0.13,0.145,0.261,147,206,353,300-400
Nanotechnology,1,0.239,0.169,0.328,0.15,0.135,0.25,0.205,0.222,0.256,126,171,297,250-300
Nanotechnology,0,0.154,0.133,0.246,0.16,0.174,0.16,0.237,0.226,0.407,117,167,284,250-300
Nanotechnology,0,0.229,0.219,0.486,0.24,0.209,0.4,0.25,0.188,0.375,147,171,318,300-400
Nanotechnology,0,0.231,0.197,0.436,0.188,0.208,0.312,0.278,0.222,0.528,102,167,269,250-300
Nanotechnology,0,0.1,0.125,0.125,0.08,0.103,0.12,0.1,0.067,0.067,129,155,284,250-300
Nanotechnology,0,0.254,0.265,0.413,0.25,0.264,0.429,0.28,0.253,0.36,147,127,274,250-300
Nanotechnology,0,0.2,0.143,0.229,0.143,0.174,0.143,0.423,0.321,0.731,160,196,356,300-400
Nanotechnology,1,0.171,0.154,0.22,0.213,0.188,0.255,0.095,0.095,0.095,161,167,328,300-400
Nanotechnology,0,0.243,0.189,0.459,0.246,0.267,0.369,0.246,0.199,0.386,166,173,339,300-400
Nanotechnology,0,0.273,0.167,0.455,0.082,0.138,0.122,0.235,0.157,0.471,151,124,275,250-300
Nanotechnology,0,0.373,0.293,0.72,0.333,0.282,0.5,0.328,0.249,0.567,124,173,297,250-300
Nanotechnology,0,0.094,0.104,0.187,0.154,0.18,0.154,0.133,0.104,0.222,124,206,330,300-400
Nanotechnology,1,0.231,0.128,0.359,0.258,0.205,0.323,0.25,0.187,0.437,173,172,345,300-400
Nanotechnology,0,0.108,0.108,0.108,0.314,0.235,0.471,0.174,0.174,0.174,99,72,171,100-200
Nanotechnology,0,0.097,0.097,0.097,0.108,0.15,0.108,0.045,0.045,0.091,124,157,281,250-300
Nanotechnology,1,0.25,0.176,0.5,0.231,0.206,0.308,0.328,0.269,0.567,139,182,321,300-400
Nanotechnology,1,0.316,0.228,0.579,0.154,0.177,0.154,0.302,0.252,0.642,133,185,318,300-400
Nanotechnology,1,0.222,0.167,0.417,0.121,0.152,0.061,0.074,0.074,0.074,152,157,309,300-400
Nanotechnology,1,0.197,0.169,0.423,0.167,0.181,0.292,0.316,0.211,0.526,124,166,290,250-300
Nanotechnology,1,0.25,0.187,0.469,0.278,0.265,0.389,0.235,0.222,0.51,122,196,318,300-400
Nanotechnology,0,0.179,0.145,0.282,0.254,0.227,0.381,0.222,0.201,0.381,173,173,346,300-400
Nanotechnology,0,0.269,0.229,0.388,0.286,0.321,0.476,0.186,0.186,0.14,128,169,297,250-300
Nanotechnology,0,0.217,0.137,0.361,0.339,0.285,0.542,0.133,0.1,0.067,173,211,384,300-400
Nanotechnology,0,0.205,0.174,0.295,0.174,0.182,0.261,0.127,0.138,0.159,149,169,318,300-400
Nanotechnology,1,0.259,0.272,0.407,0.14,0.171,0.093,0.227,0.197,0.409,124,127,251,250-300
Nanotechnology,1,0.186,0.144,0.371,0.167,0.19,0.167,0.267,0.222,0.433,135,169,304,300-400
Nanotechnology,0,0.19,0.111,0.333,0.167,0.208,0.167,0.25,0.167,0.5,82,124,206,200-250
Nanotechnology,0,0.246,0.215,0.308,0.182,0.184,0.291,0.175,0.187,0.281,129,186,315,300-400
Nanotechnology,1,0.175,0.15,0.35,0.34,0.263,0.638,0.273,0.212,0.455,157,173,330,300-400
Nanotechnology,1,0.255,0.182,0.473,0.148,0.171,0.148,0.417,0.306,0.75,106,160,266,250-300
Nanotechnology,0,0.187,0.146,0.406,0.25,0.224,0.357,0.093,0.047,0.093,142,173,315,300-400
Nanotechnology,0,0.192,0.167,0.269,0.143,0.158,0.107,0.174,0.145,0.261,75,123,198,100-200
Nanotechnology,1,0.24,0.2,0.48,0.103,0.178,0.103,0.217,0.159,0.478,95,160,255,250-300
Nanotechnology,1,0.133,0.067,0.167,0.192,0.11,0.231,0.19,0.159,0.286,124,172,296,250-300
Nanotechnology,0,0.214,0.179,0.44,0.259,0.232,0.481,0.175,0.094,0.316,161,211,372,300-400
Nanotechnology,1,0.318,0.231,0.6,0.36,0.341,0.64,0.246,0.205,0.431,211,173,384,300-400
Nanotechnology,0,0.246,0.211,0.491,0.089,0.11,0.044,0.24,0.173,0.32,105,186,291,250-300
Nanotechnology,1,0.273,0.222,0.364,0.197,0.204,0.262,0.138,0.172,0.138,127,186,313,300-400
Nanotechnology,1,0.185,0.173,0.37,0.304,0.232,0.565,0.222,0.159,0.444,127,162,289,250-300
Nanotechnology,0,0.176,0.147,0.353,0.238,0.246,0.333,0.197,0.131,0.393,142,206,348,300-400
Nanotechnology,1,0.213,0.222,0.4,0.311,0.225,0.489,0.175,0.152,0.281,127,169,296,250-300
Nanotechnology,0,0.118,0.235,0.157,0.122,0.155,0.122,0.059,0.118,0.118,98,156,254,250-300
Nanotechnology,1,0.323,0.215,0.581,0.237,0.261,0.305,0.208,0.181,0.25,126,174,300,250-300
Nanotechnology,1,0.161,0.129,0.129,0.12,0.164,0.12,0.122,0.163,0.163,147,129,276,250-300
Nanotechnology,1,0.167,0.171,0.369,0.302,0.237,0.528,0.19,0.159,0.238,171,211,382,300-400
Nanotechnology,1,0.219,0.192,0.438,0.215,0.251,0.277,0.17,0.142,0.298,161,172,333,300-400
Nanotechnology,1,0.253,0.228,0.506,0.16,0.201,0.36,0.174,0.145,0.261,157,171,328,300-400
Nanotechnology,0,0.188,0.177,0.375,0.13,0.175,0.174,0.148,0.185,0.259,147,137,284,250-300
Nanotechnology,0,0.206,0.137,0.324,0.292,0.354,0.417,0.12,0.12,0.16,149,186,335,300-400
Nanotechnology,1,0.302,0.226,0.594,0.167,0.167,0.167,0.259,0.235,0.333,165,167,332,300-400
Nanotechnology,1,0.246,0.205,0.369,0.222,0.206,0.311,0.286,0.238,0.429,169,162,331,300-400
Nanotechnology,1,0.317,0.254,0.571,0.15,0.135,0.25,0.263,0.193,0.474,126,161,287,250-300
Nanotechnology,0,0.197,0.178,0.338,0.103,0.248,0.205,0.145,0.145,0.073,126,182,308,300-400
Nanotechnology,0,0.206,0.216,0.265,0.259,0.228,0.37,0.095,0.048,0.048,110,111,221,200-250
Nanotechnology,0,0.232,0.222,0.464,0.114,0.145,0.114,0.179,0.139,0.269,166,174,340,300-400
Nanotechnology,0,0.308,0.197,0.564,0.235,0.248,0.314,0.133,0.133,0.222,161,171,332,300-400
Nanotechnology,0,0.279,0.225,0.372,0.167,0.185,0.25,0.182,0.23,0.327,161,167,328,300-400
Nanotechnology,0,0.246,0.195,0.308,0.172,0.189,0.276,0.226,0.239,0.34,128,164,292,250-300
Nanotechnology,0,0.25,0.19,0.429,0.245,0.166,0.245,0.118,0.118,0.118,178,142,320,300-400
Nanotechnology,1,0.254,0.131,0.366,0.216,0.161,0.324,0.158,0.158,0.105,152,171,323,300-400
Nanotechnology,0,0.19,0.148,0.349,0.233,0.227,0.326,0.207,0.23,0.379,105,173,278,250-300
Nanotechnology,0,0.031,0.031,0.031,0.17,0.137,0.17,0.105,0.105,0.105,132,145,277,250-300
Nanotechnology,0,0.089,0.089,0.178,0.186,0.261,0.279,0.118,0.118,0.059,95,117,212,200-250
Nanotechnology,0,0.269,0.199,0.418,0.122,0.167,0.122,0.196,0.17,0.235,113,164,277,250-300
Nanotechnology,0,0.207,0.176,0.368,0.216,0.264,0.378,0.211,0.187,0.246,157,167,324,300-400
Net neutrality,0,0.229,0.219,0.4,0.163,0.185,0.163,0.333,0.283,0.606,140,164,304,300-400
Net neutrality,1,0.272,0.247,0.568,0.138,0.212,0.276,0.237,0.192,0.508,163,165,328,300-400
